"num" "character" "dialogue"
"361" "HAN" "Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready."
"362" "BEN" "You'll have to sell your speeder."
"363" "LUKE" "That's okay.  I'm never coming back to this planet again."
"364" "GREEDO" "Going somewhere, Solo?"
"365" "HAN" "Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money."
"366" "GREEDO" "It's too late.  You should have paid him when you had the chance.  Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I'm lucky I found you first."
"367" "HAN" "Yeah, but this time I got the money."
"368" "GREEDO" "If you give it to me, I might forget I found you."
"369" "HAN" "I don't have it with me.  Tell Jabba..."
"370" "GREEDO" "Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser."
"371" "HAN" "Even I get boarded sometimes.  Do you think I had a choice?"
"372" "GREEDO" "You can tell that to Jabba.  He may only take your ship."
"373" "HAN" "Over my dead body."
"374" "GREEDO" "That's the idea I've been looking forward to killing you for a long time."
"375" "HAN" "Yes, I'll bet you have."
"376" "HAN" "Sorry about the mess."
"377" "VADER" "Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her."
"378" "IMPERIAL OFFICER" "The final check-out is complete.  All systems are operational.  What course shall we set?"
"379" "TARKIN" "Perhaps she would respond to an alternative form of persuasion."
"380" "VADER" "What do you mean?"
"381" "TARKIN" "I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan."
"382" "TROOPER" "With pleasure."
"383" "THREEPIO" "Lock the door, Artoo."
"384" "TROOPER" "All right, check that side of the street.  It's secure.  Move on to the next door."
"385" "THREEPIO" "I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault."
"386" "THREEPIO" "You watch your language!"
"387" "LUKE" "He says it's the best he can do.  Since the XP-38 came out, they "
"388" "BEN" "It will be enough."
"389" "BEN" "If the ship's as fast as he's boasting, we ought to do well."
"390" "JABBA" "Come on out, Solo!"
"391" "HAN" "I've been waiting for you, Jabba."
"392" "JABBA" "I expected you would be."
"393" "HAN" "I'm not the type to run."
"394" "JABBA" "Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together."
"395" "HAN" "You sent Greedo to blast me."
"396" "JABBA" "Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you."
"397" "HAN" "I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself."
"398" "JABBA" "Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business."
"399" "HAN" "You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time."
"400" "JABBA" "Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life."
"401" "HAN" "Jabba, I'll pay you because it's my pleasure."
"402" "LUKE" "What a piece of junk."
"403" "HAN" "She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself."
"404" "HAN" "We're a little rushed, so if you'll hurry aboard we'll get out of here."
"405" "THREEPIO" "Hello, sir."
"406" "TROOPER" "Which way?"
"407" "TROOPER" "All right, men.  Load your weapons!"
"408" "TROOPER" "Stop that ship!"
"409" "TROOPER" "Blast 'em!"
"410" "HAN" "Chewie, get us out of here!"
"411" "THREEPIO" "Oh, my.  I'd forgotten how much I hate space travel."
"412" "HAN" "It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed."
"413" "HAN" "Stay sharp!  There are two more coming in; they're going to try to cut us off."
"414" "LUKE" "Why don't you outrun them?  I thought you said this thing was fast."
"415" "HAN" "Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!"
"416" "HAN" "Here's where the fun begins!"
"417" "BEN" "How long before you can make the jump to light speed?"
"418" "HAN" "It'll take a few moments to get the coordinates from the navi-computer."
"419" "LUKE" "Are you kidding?  At the rate they're gaining..."
"420" "HAN" "Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?"
"421" "LUKE" "What's that flashing?"
"422" "HAN" "We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed."
"423" "MOTTI" "We've entered the Alderaan system."
"424" "LEIA" "Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board."
"425" "TARKIN" "Charming to the last.  You don't know how hard I found it signing the order to terminate your life!"
"426" "LEIA" "to take the responsibility yourself!"
"427" "TARKIN" "Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now."
"428" "LEIA" "The more you tighten your grip, Tarkin, the more star systems will slip through your fingers."
"429" "TARKIN" "Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan."
"430" "LEIA" "No!  Alderaan is peaceful.  We have no weapons.  You can't possibly..."
"431" "TARKIN" "You would prefer another target?  A military target?  Then name the system!"
"432" "TARKIN" "I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?"
"433" "LEIA" "Dantooine."
"434" "LEIA" "They're on Dantooine."
"435" "TARKIN" "There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready."
"436" "LEIA" "What?"
"437" "TARKIN" "You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. "
"438" "LEIA" "No!"
"439" "VADER" "Commence primary ignition."
"440" "LUKE" "Are you all right?  What's wrong?"
"441" "BEN" "I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened."
"442" "BEN" "You'd better get on with your exercises."
"443" "HAN" "Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em."
"444" "HAN" "Don't everyone thank me at once."
"445" "HAN" "Anyway, we should be at Alderaan about oh-two-hundred hours."
"446" "THREEPIO" "Now be careful, Artoo."
"447" "THREEPIO" "He made a fair move.  Screaming about it won't help you."
"448" "HAN" "Let him have it. It's not wise to upset a Wookiee."
"449" "THREEPIO" "But sir, nobody worries about upsetting a droid."
"450" "HAN" "That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that."
"451" "THREEPIO" "I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win."
"452" "BEN" "Remember, a Jedi can feel the Force flowing through him."
"453" "LUKE" "You mean it controls your actions?"
"454" "BEN" "Partially. But it also obeys your commands."
"455" "HAN" "Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
"456" "LUKE" "You don't believe in the Force, do you?"
"457" "HAN" "Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny."
"458" "HAN" "It's all a lot of simple tricks and nonsense."
"459" "BEN" "I suggest you try it again, Luke."
"460" "BEN" "This time, let go your conscious self and act on instinct."
"461" "LUKE" "With the blast shield down, I can't even see.  How am I supposed to fight?"
"462" "BEN" "Your eyes can deceive you.  Don't trust them."
"463" "BEN" "Stretch out with your feelings."
"464" "BEN" "You see, you can do it."
"465" "HAN" "I call it luck. "
"466" "BEN" "In my experience, there's no such thing as luck."
"467" "HAN" "Look, going good against remotes is one thing.  Going good against the living?  That's something else."
"468" "HAN" "Looks like we're coming up on Alderaan."
"469" "LUKE" "You know, I did feel something.  I could almost see the remote."
"470" "BEN" "That's good.  You have taken your first step into a larger world."
"471" "TARKIN" "Yes."
"472" "OFFICER CASS" "Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems."
"473" "TARKIN" "She lied!  She lied to us!"
"474" "VADER" "I told you she would never consciously betray the Rebellion."
"475" "TARKIN" "Terminate her... immediately!"
"476" "HAN" "Stand by, Chewie, here we go.  Cut in the sublight engines."
"477" "HAN" "What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts."
"478" "LUKE" "What's going on?"
"479" "HAN" "Our position is correct, except... no, Alderaan!"
"480" "LUKE" "What do you mean?  Where is it?"
"481" "HAN" "Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away."
"482" "LUKE" "What?  How?"
"483" "BEN" "Destroyed... by the Empire!"
"484" "HAN" "The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've..."
"485" "HAN" "There's another ship coming in."
"486" "LUKE" "Maybe they know what happened."
"487" "BEN" "It's an Imperial fighter."
"488" "LUKE" "It followed us!"
"489" "BEN" "No.  It's a short range fighter."
"490" "HAN" "There aren't any bases around here.  Where did it come from?"
"491" "LUKE" "It sure is leaving in a big hurry.  If they identify us, we're in big trouble."
"492" "HAN" "Not if I can help it.  Chewie... jam it's transmissions."
"493" "BEN" "It'd be as well to let it go.  It's too far out of range."
